Customer ID,Credit_Amount,Gender,Academic_Qualification,Marital,Age_Years,Repayment_Status_Jan,Repayment_Status_Feb,Repayment_Status_March,Repayment_Status_April,Repayment_Status_May,Repayment_Status_June,Jan_Bill_Amount,Feb_Bill_Amount,March_Bill_Amount,April_Bill_Amount,May_Bill_Amount,June_Bill_Amount,Previous_Payment_Jan,Previous_Payment_Feb,Previous_Payment_March,Previous_Payment_April,Previous_Payment_May,Previous_Payment_June,Default_Payment
8997,260000,2,1,2,31,0,0,0,0,0,0,597,1304,5734,24999,150,381,1306,5734,25999,3883,381,2234,0
8998,80000,1,2,2,31,6,6,6,5,4,3,336786,134871,222226,97622,88878,80518,0,0,0,0,0,0,0
8999,2.00E+05,2,2,1,46,0,3,2,0,0,0,5393,5045,3336,2963,380,830,0,0,0,0,930,0,1
9000,280000,2,2,1,35,1,0,2,0,0,0,-3,145,246,2596,1672,1586,149,0,1600,1573,1563,326,0
9001,50000,1,3,2,36,0,0,0,0,0,0,47933,48418,7000,0,0,0,3166,2000,0,0,0,0,0
9002,260000,2,1,2,31,0,0,0,0,0,0,3639,833,2228,4069,8828,21270,933,2220,5069,9839,11680,553,0
9003,30000,1,2,1,36,0,0,2,0,0,0,38443,18835,20803,22655,22646,23764,1900,2500,1500,1500,1500,1500,1
9004,30000,2,2,1,25,1,2,0,0,0,0,30347,38517,29709,29933,28306,28348,0,2700,1000,1041,1138,932,0
9005,230000,1,2,2,33,2,2,0,0,0,0,3383,3000,700,0,0,0,13,700,0,0,0,0,0
9006,50000,2,3,2,48,0,0,0,0,0,0,3500,3000,2382,-229,13656,13827,3000,2372,0,13935,598,516,0
9007,250000,1,2,1,35,2,2,2,2,2,2,344394,145888,246289,246939,148754,150746,6600,5300,5600,5500,5700,5500,1
9008,2.00E+05,2,1,1,58,0,0,0,0,0,0,-300,-300,-200,0,5857,0,0,0,200,5957,0,0,0
9009,560000,1,2,1,32,1,0,0,0,0,0,39934,15387,4593,2522,11461,3402,1163,2023,2519,45518,3531,11467,0
9010,20000,1,3,2,26,0,3,2,0,0,0,30780,30173,29400,20000,20000,0,0,0,1000,0,0,0,0
9011,270000,1,1,1,41,0,0,0,0,0,0,336,315,326,572,7711,571,316,326,571,7711,571,571,0
9012,3.00E+05,2,1,2,48,2,0,0,0,0,0,304040,305537,305697,269027,275230,260418,11600,22000,10000,10500,10000,10000,1
9013,2.00E+05,2,2,1,29,1,4,3,2,2,2,85364,83375,82445,92720,84242,82730,0,0,5200,3000,0,3300,0
9014,20000,1,3,2,43,0,0,0,0,0,0,39307,30130,29445,29932,18473,20008,1330,2274,660,753,906,650,0
9015,20000,1,3,1,69,0,0,0,0,0,0,38536,18183,28578,27999,18533,20038,1700,2000,2000,3000,831,400,0
9016,70000,1,3,1,56,0,0,0,0,0,0,43039,45330,47480,49242,28883,28618,6000,2237,5000,3000,1500,1500,0
9017,60000,2,2,2,31,2,0,0,0,2,2,39933,30883,22736,23272,22661,24087,1700,2400,1900,0,1800,0,0
9018,280000,2,2,1,51,2,2,0,0,0,0,35300,14537,25632,25797,16117,17162,0,2495,650,571,1501,706,0
9019,360000,2,1,2,31,0,0,0,0,0,0,3043,5783,2358,5209,687,-4,6931,2367,5220,700,0,934,0
9020,2.00E+05,1,1,1,34,2,2,2,2,2,2,370487,174358,275905,279529,175581,180145,9000,6000,7000,0,7500,6000,1
9021,270000,2,2,1,42,0,0,0,0,0,0,37773,38853,39924,40559,41853,42210,3000,2000,1610,3300,1600,1600,0
9022,270000,2,1,1,51,0,0,0,0,0,0,4667,5810,2630,2326,660,1373,6914,2630,2526,550,1373,6674,0
9023,60000,2,3,1,51,1,0,0,0,0,0,0,734,0,795,0,0,734,0,795,0,0,0,0
9024,30000,1,2,2,27,1,2,0,0,2,0,39956,38458,58384,29553,28833,30000,0,2000,50000,1000,1000,0,1
9025,240000,2,1,1,37,0,0,0,0,0,0,37635,38033,39577,39465,45180,44213,1667,2222,1559,5398,1739,1633,0
9026,20000,1,1,2,25,0,0,0,0,0,0,35848,15883,27839,29040,18414,16213,1696,2552,752,773,773,354,0
9027,20000,2,1,2,27,0,0,0,0,0,0,34088,8843,6653,2946,1186,416,1111,2009,7,1190,516,831,0
9028,520000,1,1,2,39,0,0,0,0,0,0,33373,13708,5480,5397,70137,11818,13713,5477,5597,70137,11830,7888,0
9029,30000,2,2,2,22,0,0,0,2,0,0,30348,8387,2900,250,2558,2828,1013,2900,0,3558,3839,3000,0
9030,70000,2,1,2,24,1,2,0,0,2,0,73037,54454,64282,30352,28826,28688,0,2709,2500,0,3000,1500,0
9031,80000,2,3,1,54,0,0,0,0,0,0,76753,77538,68966,63972,50072,51238,3769,3009,2009,1818,3000,6000,0
9032,50000,1,3,1,36,1,3,2,5,4,3,33033,30411,23766,23224,22173,21521,0,4000,0,0,0,1250,1
9033,270000,2,1,2,25,0,0,0,0,0,0,36359,5375,0,0,0,0,1376,0,0,0,0,0,0
9034,260000,2,2,2,24,2,2,2,2,2,2,67038,57357,68939,72267,73602,75133,1900,3400,5100,3800,3900,2800,0
9035,360000,2,2,2,30,1,2,2,0,0,0,7303,5833,2862,2457,-128,-2628,1993,0,1557,3500,336,0,0
9036,420000,2,2,2,25,0,2,0,0,0,0,3804,3515,3392,4392,-786,-786,0,2000,1000,0,0,20500,0
9037,30000,1,3,2,45,0,0,0,0,0,0,38385,38385,23455,24279,24288,24648,1377,2370,1295,1015,900,913,0
9038,60000,1,2,1,36,1,2,0,0,0,0,36544,37357,38067,39923,38638,40424,1700,2632,1599,1439,1555,1500,0
9039,260000,2,2,1,31,0,0,0,0,0,0,335330,145330,76660,79925,82851,85168,6000,20000,5000,5000,5000,4000,0
9040,270000,2,1,1,44,0,0,0,0,0,0,30309,4844,28244,2993,27838,14832,4944,27244,1995,37938,15833,0,0
9041,20000,1,3,1,52,1,2,0,0,0,0,30838,30313,20248,29945,0,0,0,2200,597,0,0,0,1
9042,290000,2,1,1,45,0,0,0,0,0,0,3093,1335,2222,2523,2661,2436,1336,2222,1515,3551,3536,37015,0
9043,340000,2,2,2,52,0,0,0,0,0,0,3375,3357,-2,499,11466,412,3393,0,500,11533,515,15055,0
9044,60000,1,1,2,31,1,0,0,0,0,0,0,-880,-2640,2760,880,3110,0,0,5500,0,3110,0,1
9045,5.00E+05,2,1,1,36,0,0,0,0,0,0,53465,34301,384973,349790,315125,16576,34301,374976,7017,5343,16576,43710,0
9046,230000,2,3,2,54,0,0,0,0,0,0,66308,45000,33477,34924,36352,37745,6940,3000,2000,3000,3000,2000,0
9047,30000,2,5,1,53,0,0,0,0,0,0,38393,37155,27769,29207,18541,4770,1600,2300,1000,1300,3000,1000,0
9048,20000,1,1,2,25,1,0,2,2,2,2,0,1835,2346,597,338,1238,3660,0,500,0,1000,0,0
9049,240000,2,2,2,30,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0
9050,5.00E+05,1,2,1,31,0,0,0,0,0,0,39393,38133,26639,22929,21283,17544,1700,2274,1007,1013,1018,264,0
9051,220000,2,1,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9052,70000,2,2,2,25,0,0,0,0,0,0,63745,55570,47423,44590,45880,47126,3394,2200,1600,3000,3000,1750,1
9053,280000,2,2,1,50,0,0,0,0,0,0,35040,41370,570,2069,48313,10252,41376,570,1075,48313,10353,19226,0
9054,230000,1,2,1,53,0,0,0,0,0,0,780,0,390,390,380,380,0,390,590,390,390,390,0
9055,70000,1,1,2,30,0,0,0,0,2,0,68973,58873,66932,69043,70252,55732,3700,3200,5900,3500,3500,2500,1
9056,340000,2,2,1,42,0,0,0,0,0,0,34087,11007,26972,20734,8200,23818,11013,27025,10755,9300,33818,46291,0
9057,220000,1,1,2,28,0,0,0,0,0,0,3833,1074,2002,722,420,1572,1074,2002,711,430,1573,0,0
9058,80000,2,2,2,57,0,0,0,0,0,0,3073,3855,0,0,0,0,3966,0,0,0,0,0,0
9059,220000,2,2,2,43,0,0,0,0,0,0,336,71315,326,326,2766,1886,71316,326,516,3755,1996,2054,0
9060,2.00E+05,2,1,2,28,0,0,0,0,0,0,303697,100453,202879,200999,101188,88328,4600,4000,5000,4000,5000,4400,0
9061,20000,1,1,2,22,0,0,0,0,0,0,34730,15433,26252,24977,8487,-5810,3990,2200,299,5390,5000,9666,0
9062,220000,2,1,1,46,2,2,0,0,0,0,343537,338358,224424,296229,180050,183778,0,20000,7200,7001,6900,6400,0
9063,70000,2,1,2,34,2,2,2,2,2,2,44347,43357,46626,47562,48651,48700,0,4000,2000,3000,3000,2000,1
9064,20000,2,2,1,26,0,0,0,0,0,0,73404,75133,77264,74329,8868,10768,3600,2500,2000,1000,1000,1000,0
9065,2.00E+05,2,2,2,32,0,0,0,0,0,0,54933,55151,56677,59237,58643,63275,3700,2055,2500,3500,5800,2500,0
9066,220000,2,2,2,24,0,0,0,0,0,0,49783,50858,52780,53647,53308,54366,1979,2700,2657,1893,1901,1728,0
9067,80000,2,3,2,27,2,2,2,2,0,0,3683,4714,2336,0,5471,5415,3193,0,0,5471,5515,5124,0
9068,30000,2,1,2,29,1,0,0,0,0,0,0,585,405,3290,2844,0,696,409,5190,3844,0,0,0
9069,30000,2,2,1,34,0,0,0,0,0,0,37836,1350,24235,24745,22805,10745,1360,24235,1000,3000,10755,18572,0
9070,60000,1,1,2,27,0,0,0,0,0,0,57753,58185,59002,27972,28618,28213,3960,2627,1002,1100,1100,922,1
9071,50000,2,1,2,27,0,0,0,0,0,2,44433,45887,46920,47964,50856,48380,3600,2200,2000,3900,0,2000,0
9072,260000,2,2,1,53,0,0,0,0,0,0,333334,333345,225258,299500,182771,188876,10030,20007,10017,10003,10007,10036,0
9073,5.00E+05,2,1,2,29,0,0,0,0,2,2,303500,185051,262342,254227,148472,138130,10000,7032,10100,5553,0,4448,0
9074,220000,2,1,2,35,0,2,0,0,0,0,549,178,2266,790,806,1728,0,2266,0,445,1739,0,0
9075,30000,2,3,1,33,2,2,2,2,2,2,37336,38870,29292,32203,31771,30404,3600,0,2700,1300,0,1300,0
9076,280000,2,1,2,31,0,0,0,0,0,0,8360,5831,0,0,0,0,6931,0,0,0,0,0,1
9077,270000,2,1,1,35,1,0,0,0,0,0,0,3308,0,0,0,0,3309,0,0,0,0,0,1
9078,320000,2,1,1,34,0,0,0,0,0,0,800,18873,-250,250,21565,4818,19973,0,500,31555,5000,168492,1
9079,20000,2,2,1,53,0,0,0,0,0,0,9369,10400,0,0,0,0,1400,0,0,0,0,0,1
9080,50000,1,2,2,26,1,5,4,6,6,6,48483,47435,56623,55925,55033,53625,0,20000,0,0,0,0,0
9081,270000,2,1,2,32,1,0,0,0,0,0,0,0,0,0,500,500,0,0,0,500,500,500,1
9082,220000,2,1,1,51,0,0,0,0,0,2,330390,115083,228405,99092,106300,104433,6000,6000,5000,9000,0,5000,0
9083,30000,2,3,1,47,1,2,0,0,0,0,33734,38378,27249,24930,14400,0,0,2500,797,580,0,0,0
9084,260000,1,2,2,29,0,0,0,0,0,0,357386,135158,96395,59773,60737,115158,6337,5000,5000,3000,60000,5000,0
9085,50000,2,1,2,27,2,2,2,2,2,2,45733,45584,47627,49542,48630,50047,3000,2000,2000,3000,1700,2000,1
9086,30000,2,2,1,44,0,0,0,0,0,0,4380,380,0,790,0,0,390,0,790,0,0,0,0
9087,50000,1,2,1,36,0,0,0,0,0,0,47606,48553,50244,47939,48814,50442,1916,2306,2000,3000,3500,1700,0
9088,240000,2,2,1,45,1,0,0,0,0,0,0,385,396,396,386,386,396,396,596,395,396,396,0
9089,50000,1,3,0,50,0,0,0,0,0,0,45773,33343,0,3400,2768,0,3366,0,5500,3759,1700,0,0
9090,280000,2,1,2,31,4,4,4,3,2,2,83030,84554,82852,92262,78858,178148,3600,0,0,0,1.00E+05,0,1
9091,5.00E+05,2,2,2,28,0,0,0,0,0,0,335459,301715,242277,230352,126422,113148,7413,4722,5955,3533,3533,3201,0
9092,240000,2,3,2,50,0,0,0,0,0,0,333045,318130,222052,292997,186221,200058,9490,7263,6755,7197,7176,5265,0
9093,50000,1,2,2,23,0,0,0,0,0,0,30303,0,780,0,0,0,434,770,0,0,0,0,0
9094,50000,2,2,1,30,2,0,0,0,0,0,6435,4580,0,0,0,0,1060,0,0,0,0,0,1
9095,220000,1,1,2,38,0,0,0,0,0,0,397600,301708,222499,224409,68318,0,9300,5200,5500,3300,0,0,0
9096,2.00E+05,1,2,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9097,230000,2,1,1,35,0,0,0,0,0,0,4043,10508,4982,43509,2271,13486,10670,5007,55756,3383,13553,2980,0
9098,20000,1,3,2,56,0,0,0,0,0,0,35553,15585,27609,27329,17850,18046,1300,2300,700,800,603,600,0
9099,230000,2,1,1,37,2,2,2,2,2,2,43795,43814,44396,45365,46083,47185,3100,2500,2000,1500,3000,2000,1
9100,2.00E+05,1,2,1,50,0,0,0,0,0,0,95549,88808,82282,49294,40682,18110,6036,2939,19265,15751,518,583,0
9101,20000,1,2,2,39,0,0,0,0,0,0,35973,15433,27628,27365,17718,17740,1600,2600,557,354,355,0,1
9102,50000,2,2,2,26,0,0,0,0,0,0,48803,50140,48776,29252,18650,14874,3144,2000,19251,533,558,290,0
9103,240000,1,3,1,45,2,2,2,2,2,2,78663,75838,80562,93643,82183,80823,0,5000,5000,0,10000,0,1
9104,90000,1,2,2,32,0,0,0,0,0,0,33730,34583,6470,9992,28283,27883,3000,5000,5000,35000,33000,5000,0
9105,290000,2,1,1,39,1,0,0,0,0,0,3358,3585,22202,22202,2833,4820,3613,22202,10000,3839,5836,1352,0
9106,280000,2,2,2,34,0,0,0,0,0,0,383385,170845,272079,226724,125786,127418,9194,7500,5600,5000,5600,5000,1
9107,2.00E+05,2,3,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9108,220000,1,1,1,32,2,2,2,2,2,2,95686,88374,99562,200532,102778,100866,6100,3700,5500,4000,0,10060,1
9109,50000,1,3,2,28,0,0,0,0,0,0,37343,18351,29224,25529,15128,13747,1600,2222,516,530,633,5000,0
9110,290000,2,2,1,48,0,0,0,0,0,0,30608,34470,22888,27224,3501,12511,34470,22790,27115,3501,13511,5797,0
9111,380000,1,1,1,46,2,2,2,2,2,2,88069,80418,88327,92492,84617,86578,4400,0,6500,3500,3500,0,1
9112,480000,1,2,1,39,0,0,0,0,0,0,538937,435435,300234,325067,321825,328781,16000,30000,20000,13000,13500,12200,0
9113,30000,2,2,2,22,0,0,0,0,0,0,38830,0,0,0,0,0,0,0,0,0,0,0,0
9114,380000,1,1,1,50,0,0,0,0,0,0,333463,301513,292343,294267,172328,230031,10000,20000,10000,30000,95000,50000,0
9115,340000,2,1,1,42,0,0,0,0,0,0,333587,315473,228827,223329,226176,230821,9409,7500,9500,8500,8500,8500,0
9116,30000,2,2,2,22,0,0,0,0,2,2,37358,-35,23224,24727,24182,25805,0,23250,2000,0,3119,0,0
9117,2.00E+05,1,3,1,29,0,0,0,0,0,0,35456,45530,22935,9335,871,4278,46733,22975,9556,971,5396,21767,0
9118,360000,2,1,2,30,0,0,0,0,0,0,40534,31871,27793,29409,18083,10800,1900,2025,5000,3000,1000,2000,0
9119,260000,1,1,1,49,0,0,2,0,0,0,336,533,326,326,316,316,633,0,516,315,316,316,1
9120,50000,1,2,2,40,1,1,0,0,0,0,50309,-3533,409,29249,30270,22814,0,2932,50000,5370,3815,3089,0
9121,2.00E+05,1,2,2,32,0,0,0,0,0,0,3473,1473,390,390,540,380,1473,390,590,540,390,0,0
9122,60000,1,2,2,30,0,0,0,0,0,0,39364,41533,42627,43924,45053,46303,3000,2000,2000,3000,3000,2000,0
9123,80000,2,3,1,53,0,2,0,0,0,0,780,380,390,390,380,1320,0,390,590,390,1330,0,0
9124,2.00E+05,2,2,1,38,2,2,0,0,0,0,50733,48535,50509,52666,52834,54855,0,2000,2000,3000,3000,3000,1
9125,330000,1,1,1,37,0,0,0,0,0,0,38807,15855,34284,2790,20247,1806,3097,20054,2950,31101,1815,1861,1
9126,5.00E+05,2,1,2,44,0,0,0,0,0,0,0,5318,3982,0,3672,7617,6319,3972,0,3573,7617,2691,0
9127,280000,2,2,1,32,0,0,0,0,0,0,54843,55435,56820,63562,41150,0,3073,2359,9000,3000,0,0,0
9128,2.00E+05,2,2,1,44,0,0,0,2,0,0,330535,117383,24622,29527,16471,13408,3030,4452,0,708,656,1000,0
9129,420000,2,1,1,39,0,0,0,0,0,0,304964,313334,325822,275393,278745,244543,14000,22230,10000,8091,6965,6362,0
9130,220000,2,2,2,23,0,0,0,0,0,0,34486,43873,45240,46995,48128,48327,10000,2000,2500,3000,3000,2000,0
9131,50000,2,2,1,24,2,0,0,0,0,0,50730,45541,29259,9442,8782,8684,1974,2552,555,498,500,493,1
9132,230000,2,3,1,46,0,0,0,0,0,0,37505,18538,29545,20227,20880,21541,1313,2327,1000,1000,1000,799,1
9133,250000,1,2,1,36,0,0,0,0,0,0,368899,174478,257088,236797,138385,122847,10000,7300,5200,5500,5000,5000,0
9134,50000,2,2,2,26,0,0,0,0,0,3,538,378,-250,-679,2057,1206,379,0,0,3353,0,0,0
9135,260000,1,2,1,43,0,0,0,0,0,0,99533,75713,55285,92040,60867,58005,3614,3049,59512,3018,3030,1511,0
9136,240000,1,2,1,54,0,0,2,0,0,0,36335,348358,243589,204754,201426,188736,334000,30,7056,7033,10005,8014,0
9137,3.00E+05,2,1,2,28,0,0,2,0,0,0,34763,33484,32502,32679,36147,40503,10700,0,2000,4000,5000,0,0
9138,2.00E+05,2,1,1,35,0,0,0,0,0,0,83833,15081,32205,4476,6481,1262,16099,32230,5576,5519,1363,1974,0
9139,6.00E+05,2,3,1,46,0,0,0,0,0,0,33933,11441,23472,30972,17314,10000,11444,23537,51171,17348,10000,10000,0
9140,230000,2,2,2,29,0,0,2,0,0,2,88345,84587,92077,93272,86288,85745,9600,0,5500,7100,3600,2900,0
9141,250000,2,1,2,28,0,0,0,0,0,0,9635,3088,5306,9240,1686,148,3099,5306,9250,1585,159,1760,0
9142,2.00E+05,1,1,2,30,0,0,0,0,0,2,-3883,8308,203360,77929,26276,3235,16143,200057,292,10019,16,810,0
9143,80000,2,2,1,34,1,2,2,2,2,2,46463,47535,46466,49293,48057,51081,3100,0,2900,1800,3000,0,1
9144,60000,2,2,1,34,0,0,0,0,0,0,30834,33011,33434,34935,36344,37803,3000,2000,5000,4000,3000,3000,0
9145,360000,1,2,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9146,220000,2,4,1,37,0,0,0,0,0,0,70304,58875,69584,59666,60816,61423,3746,2700,2200,3300,3307,3003,0
9147,70000,2,3,1,35,3,2,2,2,0,0,69853,57531,28650,27590,27850,28085,0,2707,0,1010,1013,2000,1
9148,50000,1,1,2,27,1,0,0,2,2,2,0,0,72,72,3871,3612,0,72,0,3800,0,0,1
9149,20000,2,2,2,46,0,0,2,2,3,2,3496,4345,4525,5450,5073,4843,1900,500,1000,0,0,800,1
9150,220000,1,1,1,51,0,0,0,0,0,0,337446,117781,222030,224294,114144,116884,4400,7002,5200,4300,8000,4000,0
9151,220000,1,2,1,41,0,0,0,0,0,0,8840,1358,5924,2759,1824,7022,6643,5924,1759,1834,7033,2515,0
9152,440000,1,1,2,33,0,2,0,2,0,3,3337,343,822,269,2653,2203,0,2300,0,3777,0,0,1
9153,50000,1,2,1,49,0,0,0,0,0,0,3363,1351,2262,490,380,540,1361,2262,590,300,550,780,0
9154,220000,1,2,2,32,0,0,2,0,0,0,355933,155337,262427,264960,187328,186078,13000,0,5666,34885,6383,6494,0
9155,490000,2,2,2,34,0,0,0,0,0,0,33955,10858,57426,35554,15858,23033,63390,57427,1069,3000,33033,20225,0
9156,260000,1,1,2,30,0,0,0,0,0,0,4380,7781,2256,24260,6180,2000,7791,2276,15160,5180,3000,290,0
9157,280000,2,2,1,39,0,0,0,0,0,0,46303,47358,48326,29220,28260,30173,3300,2222,1015,1500,1500,5350,0
9158,330000,2,2,1,45,0,0,0,0,0,0,333833,137050,235632,239036,141330,144528,6100,20600,5000,5000,5000,5000,0
9159,20000,1,2,2,34,0,0,2,0,0,0,37650,18740,28373,29769,18315,20836,3600,2000,1000,1000,3000,0,0
9160,220000,2,2,2,37,0,0,0,0,0,0,93833,85815,99052,99927,101541,103378,4949,4777,5625,3500,3751,3900,0
9161,360000,2,1,2,30,0,0,0,0,0,0,-38,-38,2072,2990,10780,2036,0,2200,2025,10819,3110,5600,0
9162,440000,2,5,2,29,0,0,0,0,0,0,337407,318850,265058,242232,82400,0,9006,50000,7000,9000,0,1058,0
9163,70000,2,2,2,34,0,0,0,0,0,0,63694,53885,66446,67796,68686,70500,1919,3000,1905,3458,1900,0,0
9164,230000,2,1,1,44,1,0,0,0,0,0,3884,848,2864,933,0,0,949,2773,955,0,0,0,0
9165,30000,1,2,2,28,2,0,0,2,2,2,36377,37348,29473,29729,28513,28880,1900,3000,0,3400,0,1600,1
9166,260000,1,2,1,34,0,0,0,0,0,0,376688,178381,280957,265922,168863,71403,6939,5077,5159,4789,3550,1507,0
9167,30000,1,2,2,25,2,2,4,3,2,2,38943,34503,23922,23259,22368,23408,6000,0,0,0,1800,0,1
9168,20000,2,3,3,56,0,2,0,0,0,0,390,3845,2473,790,380,1738,1473,2473,790,0,1766,0,1
9169,70000,2,3,2,55,0,0,0,0,0,0,69997,41408,32450,29592,28703,18582,1700,3027,5559,3000,717,595,0
9170,90000,1,3,1,31,0,0,0,0,0,0,68476,58485,67000,45937,48858,52881,4017,4000,5000,5000,5000,4000,0
9171,70000,2,2,2,30,2,0,0,2,0,0,39773,30543,33033,32203,32884,33587,1660,3000,0,1300,1350,2000,1
9172,30000,2,2,2,22,1,2,0,0,0,0,39676,38533,29520,29040,28178,0,0,2493,905,430,0,0,0
9173,270000,1,2,1,51,0,0,0,0,0,0,33308,33784,29892,24532,18381,8850,16000,20000,10000,10000,8850,22123,0
9174,30000,1,2,1,35,0,0,0,0,0,0,35989,37100,27868,29430,28077,28540,1633,2302,965,947,836,915,0
9175,420000,2,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9176,240000,1,2,2,30,0,0,0,0,0,0,353337,155431,254926,249692,24105,8770,10000,20000,500,1000,9770,18037,0
9177,30000,2,2,2,31,0,0,0,0,0,2,30589,31547,28734,27552,28836,11718,1499,2400,1500,3000,0,500,0
9178,220000,1,2,1,32,0,0,0,0,0,0,56573,35853,28290,-29,-18,-18,3000,2000,0,0,0,0,0
9179,20000,1,2,2,24,0,0,0,0,0,0,37850,15538,23597,24099,13723,16318,3019,2000,1005,1000,3000,2000,0
9180,5.00E+05,1,3,1,55,0,0,0,0,0,0,735,-5,-5,2022,500,0,0,0,1017,500,0,1059,0
9181,240000,2,2,2,32,0,0,0,0,0,0,308033,180807,292282,299977,188205,182325,7000,6625,6501,5503,6393,6051,0
9182,240000,2,2,2,25,0,0,0,0,0,0,337585,131555,224989,92475,82812,71484,6300,4246,5000,3000,3000,2800,0
9183,50000,1,1,2,24,0,0,0,0,0,0,43058,35340,22220,29937,18855,20151,1367,2606,692,709,731,692,0
9184,230000,1,1,2,27,0,0,0,0,0,0,33464,33805,34820,35294,35851,36703,1967,2772,1256,1500,1500,1500,0
9185,50000,2,3,1,51,0,0,0,0,0,0,50448,34741,22322,27399,17773,17368,3017,2230,500,3000,3000,2000,1
9186,260000,2,1,2,25,0,0,0,0,0,0,359,7833,23926,25393,22746,2846,9199,23907,5015,10413,3960,3820,0
9187,2.00E+05,1,2,1,35,0,0,0,0,0,0,3333,381,292,292,281,502,391,292,291,391,503,80,0
9188,30000,2,3,1,47,2,2,0,0,2,0,35380,34588,26260,29927,28336,28820,0,2000,5200,0,1100,1100,1
9189,60000,1,1,2,26,0,0,2,0,0,0,440,880,440,990,440,1681,990,0,990,0,1681,811,0
9190,20000,2,3,1,35,0,0,2,2,0,0,35793,18318,28622,29024,18434,18826,3000,2000,0,700,1700,0,1
9191,60000,2,2,1,24,3,2,2,2,0,0,33866,33041,35284,32602,32221,30208,0,2900,0,1300,1509,1115,1
9192,350000,2,2,3,44,2,2,0,0,0,0,53949,-4577,-4577,-2699,-2688,287301,3693,0,1979,0,3.00E+05,0,0
9193,230000,2,2,1,41,2,2,0,0,0,0,333894,130313,228653,200795,85288,86564,0,7347,5000,3450,3300,4000,1
9194,390000,2,2,2,26,2,2,2,0,0,0,385333,173855,253795,240397,128112,115514,6000,3000,5000,4548,5100,3300,0
9195,460000,1,1,1,39,2,2,5,5,5,5,3495,3485,2495,2495,2485,2485,0,0,0,0,0,0,1
9196,30000,1,3,2,31,0,0,0,0,0,0,37838,38781,27788,29794,0,0,1703,2200,2196,3500,0,0,1
9197,270000,2,2,1,35,0,0,0,0,0,0,30336,3788,4543,3229,2062,0,3799,4022,5229,3053,0,0,1
9198,20000,1,2,2,27,3,2,0,0,0,0,30773,18835,3220,2240,0,0,0,2000,100,3000,0,0,1
9199,260000,1,2,1,31,0,0,0,0,0,0,33695,8377,7065,0,0,0,4006,4250,0,0,0,0,0
9200,290000,2,1,2,32,0,0,0,0,0,0,363348,157853,257663,262039,161807,161728,6600,7000,10000,7000,6500,6000,0
9201,480000,1,1,1,37,0,0,0,0,0,2,570337,458573,450272,372929,380178,383822,19607,29307,15555,38001,15,11568,0
9202,60000,1,2,2,33,0,0,0,0,0,0,58760,57535,56706,56452,58542,60273,3600,2000,2100,3000,3310,10000,0
9203,260000,2,1,1,38,0,0,0,0,0,0,356359,308853,292782,299996,186388,184568,10037,20207,20000,10000,10000,10000,0
9204,50000,2,3,2,50,0,0,0,0,0,0,48783,50383,52400,9463,8661,8854,3393,2400,9565,350,353,365,0
9205,260000,2,1,2,25,0,0,0,0,0,0,76038,54388,52532,39455,26505,13302,3791,3000,1296,890,597,267,0
9206,280000,2,1,2,29,0,0,0,0,0,0,768,785,2379,2995,143,1250,799,2373,1990,143,1353,316,0
9207,290000,2,3,1,29,0,0,0,0,0,0,363633,155345,267924,270227,164584,161812,11300,6000,6000,5000,6700,5000,0
9208,240000,2,3,1,36,0,0,0,0,0,0,8030,717,0,0,0,0,734,0,0,0,0,6516,0
9209,20000,2,2,1,41,0,0,0,0,0,0,7434,8453,9249,9439,5700,1140,1300,3000,199,0,1150,390,0
9210,230000,2,3,1,40,0,0,0,0,0,0,3856,33354,4805,2600,4712,3466,33364,4729,1600,4713,3566,3199,0
9211,220000,2,2,1,31,0,0,0,0,2,2,46736,75853,79570,206523,108614,107518,30000,5000,50000,3900,5000,3800,1
9212,4.00E+05,1,1,2,28,0,0,0,0,0,0,3303,-14,2893,23954,13860,12215,0,2907,15965,13859,13316,29171,0
9213,80000,1,2,1,34,1,2,2,0,0,0,64575,55851,64308,65047,66504,74360,3000,0,2500,3500,9000,0,0
9214,2.00E+05,2,1,1,37,0,0,0,0,0,0,74438,3351,86800,94244,83688,121830,3361,76704,1920,39000,71539,2738,0
9215,20000,1,2,1,48,1,4,3,2,3,2,37453,15888,26334,27270,16713,16287,0,0,1500,0,0,3000,1
9216,2.00E+05,1,2,2,26,0,2,0,0,0,0,334,107,224,207,107,38362,0,224,0,107,38363,1600,1
9217,250000,1,2,3,25,0,0,0,0,0,0,3380,7557,9044,9397,6763,0,7706,9047,9,33,0,0,1
9218,280000,2,2,2,23,0,0,0,0,0,2,378339,178855,277754,279292,183051,178546,7969,6379,6519,10571,3000,5400,1
9219,5.00E+05,2,2,1,47,0,0,0,0,0,0,396,385,396,396,386,386,396,396,596,395,396,396,1
9220,360000,2,2,2,46,0,0,0,0,0,0,4000,311,923,465,157,4247,311,920,565,157,5357,157,0
